EpochTime,Latitude,Longitude,Altitude,Satellite,PDOP,Speed,Heading,AccX,AccY,AccZ,RotX,RotY,RotZ,Pitch,Roll,Temp,Session,Step,CRC,Count,t,dt,gps_distance,speed_gps,speed_error,speed_flag
2026-04-02 17:32:18.300,48.24766541,16.37301636,167.7189941,15,1.86000001,0.117,176.7039185,-20,-144,7888,-6,42,-102,1.47829425,-0.82614583,-4928,7,3,34775,43562,1775151138.3,0.5,0.0,0.0,0.117,False
2026-04-02 17:32:18.800,48.24766541,16.37301636,167.7460022,15,1.86000001,0.035,176.7039185,12,-86,7940,-10,43,-96,1.52397168,-0.82915723,-4928,7,3,63605,43563,1775151138.8,0.5,0.0,0.0,0.035,False
2026-04-02 17:32:19.300,48.24766541,16.37301636,167.7120056,15,1.86000001,0.011,176.7039185,6,-48,7908,-10,52,-95,1.53183067,-0.82481313,-4896,7,3,7086,43564,1775151139.3,0.5,0.0,0.0,0.011,False
2026-04-02 17:32:19.800,48.24766541,16.37301636,167.6799927,15,1.86000001,0.043,176.7039185,44,-72,7942,-7,36,-112,1.54151011,-0.82000327,-4944,7,3,43438,43565,1775151139.8,0.5,0.0,0.0,0.043,False
2026-04-02 17:32:20.300,48.24766541,16.37301636,167.6369934,15,1.86000001,0.085,176.7039185,46,-78,7932,-19,45,-104,1.54107749,-0.83803624,-4928,7,3,45720,43566,1775151140.3,0.5,0.0,0.0,0.085,False
2026-04-02 17:32:20.800,48.24766541,16.37301636,167.5570068,15,1.86000001,0.041,176.7039185,22,-102,7926,-13,46,-95,1.49336898,-0.88030082,-4928,7,3,47201,43567,1775151140.8,0.5,0.0,0.0,0.041,False
2026-04-02 17:32:21.300,48.24766541,16.37301636,167.4810028,15,1.86000001,0.033,176.7039185,56,-86,7944,-5,38,-100,1.49054706,-0.87509972,-4928,7,3,240,43568,1775151141.3,0.5,0.0,0.0,0.033,False
2026-04-02 17:32:21.800,48.24766541,16.37301636,167.4360046,15,1.86000001,0.03,176.7039185,4,-80,7962,-2,47,-97,1.50961149,-0.87547326,-4944,7,3,20654,43569,1775151141.8,0.5,0.0,0.0,0.03,False
2026-04-02 17:32:22.300,48.24766541,16.37301636,167.4340057,14,1.86000001,0.081,68.16970062,-36,-126,7854,-12,39,-115,1.53339696,-0.89539611,-4928,7,3,55025,43570,1775151142.3,0.5,0.0,0.0,0.081,False
2026-04-02 17:32:22.800,48.24766541,16.37301636,167.4799957,15,1.55999994,0.087,22.70783997,4,-90,7920,-3,45,-91,1.54502857,-0.87846947,-4928,7,3,9124,43571,1775151142.8,0.5,0.0,0.0,0.087,False
2026-04-02 17:32:23.300,48.24766541,16.37301636,167.5570068,15,1.55999994,0.154,52.25971985,-24,-46,7890,0,40,-98,1.54558277,-0.85291314,-4960,7,3,3648,43572,1775151143.3,0.5,0.0,0.0,0.154,False
2026-04-02 17:32:23.800,48.24766541,16.37301445,167.6190033,15,1.55999994,0.099,52.25971985,16,-62,7878,-2,57,-103,1.57451797,-0.8437497,-4944,7,3,8345,43573,1775151143.8,0.5,0.14142794256194932,0.28285588512389864,-0.18385588512389864,False
